name,search_name,address,road_address,near_station,station_distance,total_review,"""커피가 맛있어요""","""친절해요""","""음료가 맛있어요""","""디저트가 맛있어요""","""매장이 청결해요""","""대화하기 좋아요""","""집중하기 좋아요""","""인테리어가 멋져요""","""좌석이 편해요""","""화장실이 깨끗해요""","""특별한 메뉴가 있어요""","""가성비가 좋아요""","""뷰가 좋아요""","""주차하기 편해요""","""사진이 잘 나와요""",same
할리스커피 목동예술인회관점,할리스 목동예술인회관점,목동,"서울 양천구 목동서로 225 1층(목동, 예술인회관)",5오목교역,308m,100,52.0,12.0,18.0,13.0,13.0,21.0,16.0,11.0,16.0,2.0,2.0,4.0,2.0,8.0,2.0,False
더블하모니,더블하모니,서교동,서울 마포구 동교로 99,6망원역,342m,54,40.0,12.0,15.0,16.0,5.0,8.0,1.0,18.0,1.0,3.0,17.0,4.0,1.0,,2.0,True
스타벅스 포이점,스타벅스 포이점,개포동,,,,1167,2.0,2.0,1.0,8.0,3.0,63.0,52.0,37.0,38.0,35.0,37.0,34.0,23.0,13.0,18.0,True
스타벅스 발산역점,스타벅스 발산역점,등촌동,서울 강서구 강서로 388,5발산역,192m,1178,7.0,2.0,1.0,5.0,2.0,8.0,83.0,59.0,54.0,49.0,34.0,30.0,22.0,17.0,16.0,True
동빙고다방,스타벅스 동빙고점,동빙고동,서울 용산구 장문로 12,6녹사평역,829m,782,1.0,4.0,3.0,98.0,3.0,91.0,47.0,59.0,60.0,36.0,22.0,11.0,0.0,22.0,18.0,False
이디야서대문점2호,이디야커피 서대문점,냉천동,서울 서대문구 통일로 141,5서대문역,156m,256,6.0,73.0,61.0,17.0,23.0,29.0,7.0,6.0,16.0,6.0,3.0,39.0,3.0,,,False
커피양탕국,삼거리커피 코리안커피하우스,역삼동,서울 강남구 테헤란로25길 19 1층 삼거리커피,2역삼역,187m,207,8.0,69.0,53.0,22.0,23.0,7.0,,18.0,4.0,2.0,18.0,37.0,1.0,,3.0,False
카페 147-50,카페147-50,동교동,서울 마포구 양화로23길 10-8 1.5층,2공항경의중앙홍대입구역,140m,166,5.0,95.0,88.0,0.0,52.0,59.0,9.0,55.0,4.0,18.0,49.0,2.0,8.0,,24.0,False
커피빈 안국역점,커피빈 안국역점,안국동,서울 종로구 율곡로 47 걸스카웃회관,3안국역,25m,844,7.0,2.0,2.0,3.0,1.0,3.0,62.0,39.0,3.0,38.0,21.0,29.0,22.0,3.0,9.0,True
카페후르티바 후르티바,카페후르티바,서초동,서울 서초구 법원로3길 6-9,2서초역,369m,52,15.0,4.0,30.0,5.0,,,,,,,4.0,12.0,,,,False
커피빈코리아오목교역사거리점 코리아오목교역사거리점,커피빈 오목교역사거리점,목동,"서울 양천구 오목로 350 목동썬텍씨티빌딩 1층,2층",5오목교역,23m,350,1.0,74.0,65.0,43.0,60.0,43.0,41.0,29.0,45.0,7.0,7.0,12.0,22.0,3.0,5.0,False
125coffee,125coffee 갈현점,갈현동,서울 은평구 통일로87길 5-4,36연신내역,458m,15,11.0,5.0,6.0,,2.0,2.0,,,,1.0,,2.0,1.0,,,False
연남방앗간,연남방앗간,연남동,서울 마포구 동교로29길 34,2공항경의중앙홍대입구역,444m,174,85.0,36.0,44.0,38.0,21.0,21.0,4.0,62.0,5.0,4.0,45.0,3.0,22.0,,32.0,True
CafeNamoo,카페 나무 행복한서울대점,신림동,서울 관악구 신림로11길 40,신림서울대벤처타운역,710m,25,14.0,6.0,6.0,5.0,3.0,4.0,4.0,1.0,,,,3.0,,,,False
맛차차,맛차차,성수동1가,서울 성동구 서울숲2길 18-11 1층,수인분당서울숲역,599m,63,4.0,25.0,36.0,16.0,16.0,12.0,7.0,20.0,1.0,4.0,28.0,,26.0,,11.0,True
프라자커피숍,프라자커피숍,남창동,서울 중구 퇴계로 53,4회현역,132m,48,31.0,7.0,6.0,6.0,1.0,8.0,1.0,4.0,2.0,1.0,4.0,5.0,2.0,1.0,2.0,True
커피볶,커피볶 상계점,상계동,서울 노원구 덕릉로 791,4당고개역,309m,23,9.0,9.0,5.0,1.0,,2.0,1.0,1.0,,,4.0,6.0,,,,False
NARINO,카페나리노,후암동,서울 용산구 후암로 6 카페나리노,4숙대입구역,597m,88,56.0,36.0,32.0,24.0,20.0,22.0,7.0,14.0,9.0,6.0,7.0,5.0,1.0,2.0,4.0,False
틱텍톡,틱텍톡,연남동,서울 마포구 성미산로23안길 19 1층,경의중앙가좌역,661m,49,14.0,18.0,14.0,26.0,8.0,3.0,,18.0,3.0,1.0,9.0,,2.0,,11.0,True
카페가가,카페가가,홍제동,,,,72,44.0,25.0,27.0,6.0,5.0,8.0,2.0,2.0,2.0,3.0,7.0,9.0,,,,True
라루,라루,시흥동,서울 금천구 시흥대로63길 39,1금천구청역,295m,62,33.0,17.0,12.0,5.0,1.0,1.0,,4.0,1.0,,2.0,16.0,2.0,,,True
CAFENO37,카페 No37,소격동,서울 종로구 삼청로2길 29-1,3안국역,666m,25,18.0,8.0,8.0,2.0,1.0,7.0,,9.0,2.0,2.0,1.0,3.0,2.0,,2.0,False
톤즈커피Tonzcoffee,톤즈커피,행당동,서울 성동구 마조로11길 12 1층,25경의중앙수인분당왕십리역,150m,151,82.0,40.0,38.0,42.0,40.0,20.0,13.0,31.0,8.0,14.0,15.0,10.0,,,7.0,False
토프레소 정릉점,토프레소 정릉점,정릉동,서울 성북구 보국문로 83,우이신설북한산보국문역,135m,33,21.0,12.0,13.0,3.0,9.0,4.0,5.0,2.0,7.0,1.0,4.0,5.0,,,1.0,True
커피동행,커피동행,자양동,서울 광진구 자양로3길 26,2구의역,911m,25,15.0,9.0,11.0,1.0,8.0,8.0,4.0,,2.0,,1.0,5.0,,,,True
알틴,카페 알틴,중곡동,서울 광진구 능동로 420-1 1층 카페 알틴,7중곡역,35m,76,44.0,26.0,20.0,26.0,12.0,8.0,2.0,4.0,1.0,2.0,6.0,10.0,,,2.0,False
스타벅스교대역점 교대역점,스타벅스 교대역점,서초동,서울 서초구 서초중앙로 138,23교대역,49m,1027,2.0,3.0,6.0,3.0,1.0,87.0,41.0,42.0,50.0,19.0,42.0,29.0,28.0,3.0,11.0,False
스타벅스 서초역이화빌딩점,스타벅스 서초역이화빌딩점,서초동,서울 서초구 반포대로21길 3,2서초역,364m,745,3.0,6.0,6.0,81.0,1.0,43.0,42.0,34.0,38.0,29.0,36.0,34.0,15.0,10.0,8.0,True
만랩커피 신설동역점,만랩커피 신설동역점,신설동,서울 동대문구 왕산로 7,12우이신설신설동역,19m,155,90.0,37.0,38.0,13.0,17.0,11.0,5.0,7.0,3.0,1.0,5.0,18.0,2.0,,1.0,True
어반테라스,어반테라스,수유동,서울 강북구 도봉로97길 73,4수유역,750m,12,8.0,2.0,2.0,4.0,1.0,,,1.0,,,2.0,2.0,,,,True
커피내음,커피내음,화곡동,서울 강서구 곰달래로 225,5신정역,930m,128,64.0,35.0,34.0,29.0,26.0,8.0,5.0,2.0,4.0,,73.0,29.0,1.0,,,True
구름정원커피집,구름정원coffeezip,불광동,서울 은평구 불광로18길 32,6독바위역,660m,43,31.0,9.0,6.0,,5.0,5.0,1.0,4.0,1.0,2.0,2.0,9.0,7.0,,1.0,False
브라운핸즈도곡점 도곡점,브라운핸즈 도곡점,도곡동,서울 강남구 논현로26길 48,3매봉역,396m,203,7.0,21.0,40.0,35.0,19.0,37.0,17.0,44.0,7.0,12.0,8.0,3.0,13.0,27.0,15.0,False
카페누모,카페누모 청계산입구역점,신원동,서울 서초구 청룡마을길 47,신분당청계산입구역,510m,86,33.0,27.0,19.0,25.0,28.0,8.0,4.0,19.0,7.0,6.0,5.0,8.0,1.0,1.0,9.0,False
빌리엔젤 신라스테이점,빌리엔젤 신라스테이점,역삼동,서울 강남구 언주로 517 KT영동지사,2역삼역,748m,60,22.0,7.0,13.0,34.0,8.0,3.0,2.0,4.0,,,6.0,1.0,,2.0,,True
테이크온미커피,테이크온미,창동,,,,29,23.0,12.0,5.0,1.0,4.0,,,,,,1.0,14.0,,,,False
카페글래드(카페GLAD) GLAD,카페GLAD,성산동,서울 마포구 월드컵북로30길 13 상가동 102호,경의중앙가좌역,660m,34,26.0,11.0,7.0,3.0,4.0,4.0,1.0,2.0,2.0,,3.0,2.0,1.0,,,False
커피공화국,커피공화국,고척동,,,,12,10.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,2.0,,1.0,,True
할리스 도심공항점2,할리스 도심공항점,삼성동,서울 강남구 테헤란로87길 22 도심공항터미널,2삼성역,448m,58,33.0,8.0,8.0,7.0,5.0,5.0,,1.0,3.0,3.0,2.0,4.0,,4.0,,False
빅밤,빅밤,군자동,서울 광진구 군자로 156 스마트하우스,57군자역,391m,15,12.0,5.0,4.0,2.0,2.0,3.0,1.0,,3.0,,2.0,2.0,,,,True
커피방앗간,커피방앗간,중림동,서울 중구 서소문로6길 34 성요셉아파트 419호,25충정로역,186m,134,8.0,37.0,31.0,8.0,6.0,4.0,,1.0,4.0,4.0,13.0,32.0,1.0,,1.0,True
커피솔브즈에브리띵,커피쏠브즈에브리띵,고척동,,,,27,13.0,10.0,5.0,1.0,8.0,3.0,1.0,8.0,1.0,,2.0,3.0,,,,False
달콤 한순간,달콤한순간,공릉동,서울 노원구 공릉로27길 10,67태릉입구역,495m,48,9.0,14.0,9.0,25.0,5.0,2.0,1.0,,,,16.0,4.0,3.0,,,False
리얼크레마,리얼크레마,여의도동,서울 영등포구 은행로 58 삼도오피스텔,9국회의사당역,708m,22,13.0,5.0,7.0,2.0,1.0,3.0,1.0,,1.0,,1.0,,,,1.0,True
1%리버티커피,1%리버티커피,을지로2가,서울 중구 을지로 51 교원내외빌딩 지하1층,2을지로입구역,10m,30,16.0,7.0,6.0,5.0,6.0,1.0,1.0,,,,1.0,3.0,1.0,,,True
동네커피,스틸커피,길음동,,,,37,31.0,12.0,3.0,3.0,8.0,3.0,4.0,10.0,,3.0,3.0,6.0,2.0,,2.0,False
오츠커피,오츠커피 용산점,원효로1가,서울 용산구 원효로89길 13-12 오츠커피,1남영역,430m,662,1.0,7.0,6.0,87.0,53.0,28.0,6.0,71.0,5.0,16.0,0.0,37.0,4.0,2.0,45.0,False
서나커피앤타르트,서나 커피앤타르트,미아동,서울 강북구 도봉로13가길 9-2 1층 카페서나,4미아사거리역,120m,37,23.0,8.0,8.0,14.0,7.0,3.0,3.0,2.0,,1.0,10.0,6.0,,,,False
컴포즈커피 방화역점,컴포즈커피 방화역점,방화동,서울 강서구 금낭화로 135 1층 135호,5방화역,35m,435,4.0,62.0,7.0,31.0,34.0,9.0,1.0,2.0,4.0,2.0,23.0,9.0,,4.0,2.0,True
폴바셋코엑스몰점 코엑스몰점,폴바셋 코엑스몰점,삼성동,서울 강남구 영동대로 513 코엑스몰 B1 P104,9봉은사역,104m,888,5.0,8.0,7.0,1.0,82.0,61.0,14.0,25.0,30.0,12.0,74.0,29.0,10.0,14.0,8.0,False
MONCAFEGREGORY,Mon Cafe Gregory,합정동,서울 마포구 양화로6길 84,6상수역,418m,169,55.0,56.0,64.0,96.0,12.0,36.0,7.0,44.0,7.0,9.0,54.0,3.0,6.0,,10.0,False
커피포유,커피포유,삼성동,서울 강남구 선릉로116길 36 아름빌 1층 커피포유,9수인분당선정릉역,471m,44,25.0,13.0,11.0,10.0,8.0,4.0,2.0,2.0,2.0,1.0,3.0,8.0,,7.0,1.0,True
메가커피 아차산역점,메가MGC커피 아차산역점,중곡동,서울 광진구 자양로43길 47,5아차산역,97m,1136,0.0,3.0,2.0,62.0,53.0,16.0,10.0,16.0,30.0,6.0,33.0,6.0,5.0,6.0,5.0,False
리치빈스,리치빈스커피,논현동,,,,82,43.0,27.0,19.0,10.0,8.0,10.0,16.0,1.0,5.0,4.0,3.0,7.0,4.0,,2.0,False
일커피,일커피 서초마제스타시티점,서초동,서울 서초구 서초대로38길 12 1층 107호,2서초역,258m,197,2.0,0.0,44.0,1.0,77.0,68.0,16.0,2.0,4.0,2.0,5.0,50.0,2.0,3.0,,False
카페조이,카페조이,성수동2가,서울 성동구 아차산로11길 11 105호,2성수역,282m,122,71.0,40.0,32.0,9.0,22.0,13.0,3.0,6.0,4.0,2.0,7.0,28.0,3.0,1.0,3.0,True
종로abc,종로abc,관철동,서울 종로구 삼일대로17길 23 지하 1층,1종각역,302m,10,,3.0,,,,1.0,,1.0,,3.0,,,,,,True
1441caferoasters,1441카페로스터스,봉천동,서울 관악구 청림길 5 1441카페로스터스,2서울대입구역,920m,32,21.0,19.0,7.0,8.0,5.0,1.0,1.0,5.0,,,6.0,4.0,,,,False
카페 옐로우라인,옐로우 라인,성산동,서울 마포구 월드컵북로 57 옐로우라인,2공항경의중앙홍대입구역,750m,42,32.0,26.0,27.0,5.0,18.0,8.0,3.0,13.0,10.0,,9.0,1.0,1.0,,9.0,False
coppercoffee,커퍼커피,명륜1가,서울 종로구 혜화로9길 7 1층,4혜화역,561m,37,28.0,7.0,5.0,2.0,7.0,6.0,4.0,1.0,5.0,3.0,,1.0,,2.0,,False
새라가비,새라가비,만리동1가,서울 중구 중림로 50 새라가비,14공항경의중앙서울역,410m,40,21.0,10.0,10.0,,3.0,,1.0,,,,3.0,9.0,,,,True
515티룸,가내수공업양식당비토,홍은동,부산 해운대구 우동1로38번가길 25-8 2층,2해운대역,320m,89,,14.0,,,25.0,,,34.0,,6.0,51.0,4.0,1.0,,,False
커피하우스 퍼넬스페셜티,퍼넬스페셜티커피하우스,염리동,서울 마포구 숭문길 58 1층 102호,6대흥역,467m,61,57.0,21.0,12.0,1.0,15.0,4.0,4.0,12.0,1.0,,11.0,,,,,False
이디야커피 은행나무사거리점,이디야커피 은행나무사거리점,시흥동,,,,230,7.0,65.0,56.0,22.0,33.0,39.0,20.0,8.0,11.0,2.0,10.0,26.0,2.0,1.0,2.0,True
이디야IBK고객센터,이디야커피 IBK고객센터점,한남동,서울 용산구 한남대로 72 단국빌딩,경의중앙한남역,752m,267,99.0,52.0,45.0,52.0,46.0,38.0,29.0,16.0,37.0,9.0,5.0,53.0,21.0,3.0,2.0,False
탐앤탐스일원점 일원점,탐앤탐스 일원점,일원동,서울 강남구 개포로140길 30,3대청역,764m,210,2.0,36.0,36.0,25.0,38.0,18.0,15.0,6.0,20.0,8.0,11.0,18.0,11.0,,3.0,False
cafedumiel,카페 미엘,구로동,서울 구로구 공원로 83,1구로역,638m,66,47.0,10.0,11.0,5.0,10.0,11.0,3.0,8.0,4.0,2.0,3.0,6.0,,6.0,6.0,False
폴바셋 서대문역점,폴바셋 서대문역점,순화동,서울 중구 서소문로9길 41-10,5서대문역,317m,1220,8.0,9.0,5.0,6.0,1.0,7.0,65.0,1.0,3.0,16.0,0.0,15.0,21.0,15.0,16.0,True
스타벅스 방배역점,스타벅스 방배역점,방배동,서울 서초구 방배로 84,2방배역,22m,691,4.0,4.0,1.0,95.0,81.0,51.0,35.0,22.0,32.0,17.0,34.0,24.0,14.0,4.0,7.0,True
커피베이 정릉점,커피베이 정릉점,정릉동,서울 성북구 솔샘로6길 46,우이신설북한산보국문역,364m,22,13.0,8.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,,2.0,3.0,,,,True
커피리브레 명동성당점,커피리브레 명동성당점,명동2가,서울 중구 명동길 74 명동성당,23을지로3가역,403m,446,9.0,82.0,71.0,14.0,57.0,24.0,16.0,17.0,4.0,14.0,24.0,43.0,22.0,6.0,9.0,True
카페우주정거장 우주정거장,우주정거장,목동,,,,47,24.0,13.0,9.0,4.0,3.0,5.0,,13.0,1.0,3.0,2.0,1.0,1.0,8.0,4.0,False
카페라또,카페라또,불광동,서울 은평구 통일로 742 B1층 카페라또,36불광역,52m,64,31.0,17.0,10.0,12.0,8.0,6.0,2.0,6.0,4.0,,,6.0,1.0,2.0,2.0,True
와플대학 종암캠퍼스,와플대학 종암캠퍼스점,종암동,,,,67,5.0,15.0,5.0,43.0,5.0,1.0,,1.0,,,2.0,22.0,,,1.0,False
카페 오와이,oy coffee,제기동,"서울 동대문구 안암로 108 2층, oy coffee",6안암역,402m,36,17.0,14.0,16.0,16.0,19.0,6.0,6.0,17.0,10.0,,5.0,6.0,12.0,,7.0,False
보나비아티제잠실롯데월드몰점,아티제 잠실타워730점,신천동,서울 송파구 송파대로 570 지하1층,28잠실역,184m,440,9.0,63.0,80.0,3.0,68.0,46.0,14.0,19.0,33.0,16.0,18.0,12.0,7.0,37.0,8.0,False
죠샌드위치선릉점 선릉점,죠샌드위치 선릉점,삼성동,서울 강남구 테헤란로77길 13 창조빌딩 1층,2수인분당선릉역,589m,64,,5.0,,,4.0,,,1.0,,,4.0,9.0,,,,False
커피공작소,커피공작소,송파동,서울 송파구 백제고분로41길 42-16,89석촌역,635m,84,65.0,32.0,14.0,6.0,4.0,3.0,2.0,6.0,5.0,1.0,3.0,17.0,1.0,1.0,,True
카페1953위드오드리 1953위드오드리,카페1953위드오드리,문래동2가,서울 영등포구 경인로77가길 12,12신도림역,388m,728,1.0,8.0,6.0,0.0,1.0,93.0,18.0,5.0,53.0,37.0,80.0,55.0,14.0,4.0,3.0,False
폴바셋 롯데백화점관악점,폴바셋 롯데백화점 관악점,봉천동,서울 관악구 봉천로 209 롯데백화점 관악점 1층,신림당곡역,255m,1144,8.0,4.0,9.0,1.0,9.0,63.0,26.0,31.0,50.0,36.0,63.0,26.0,19.0,66.0,9.0,False
스타벅스 마곡사이언스타워R점,스타벅스 마곡사이언스타워R점,마곡동,서울 강서구 마곡동로 62,5발산역,442m,1782,2.0,8.0,1.0,2.0,1.0,6.0,3.0,7.0,5.0,42.0,91.0,48.0,92.0,45.0,25.0,True
띠아모커피강서구청사거리점 강서구청사거리점,띠아모커피강서구청사거리점,등촌동,서울 강서구 공항대로45가길 11,9가양역,563m,14,9.0,2.0,1.0,,,1.0,1.0,,1.0,,,2.0,,,,False
스타벅스 IFC몰점,스타벅스 여의도IFC몰(L1)R점,여의도동,서울 영등포구 국제금융로 10,59여의도역,553m,1135,4.0,5.0,9.0,7.0,0.0,92.0,41.0,90.0,71.0,37.0,49.0,36.0,20.0,64.0,27.0,False
커피플리즈,커피플리즈,논현동,서울 강남구 학동로4길 24 1층 106호,7신분당논현역,103m,31,19.0,9.0,8.0,3.0,5.0,2.0,1.0,2.0,2.0,,3.0,4.0,1.0,,1.0,True
이디야커피 둔촌점,이디야커피 둔촌점,성내동,서울 강동구 양재대로 1377,5둔촌동역,111m,103,50.0,42.0,24.0,14.0,10.0,4.0,6.0,7.0,2.0,,3.0,17.0,1.0,1.0,1.0,True
이디야커피 약수역점,이디야커피 약수역점,신당동,서울 중구 동호로 186-13,36약수역,95m,293,9.0,35.0,54.0,34.0,41.0,49.0,16.0,15.0,27.0,5.0,12.0,57.0,9.0,,1.0,True
이디야커피 영등포아크로타워점,이디야커피 영등포아크로타워점,영등포동7가,서울 영등포구 국회대로54길 10 상가1동 1층2호,5영등포시장역,210m,118,60.0,37.0,22.0,14.0,18.0,9.0,6.0,3.0,6.0,1.0,6.0,18.0,,1.0,3.0,True
스타벅스 양재강남빌딩R점,스타벅스 양재강남빌딩R점,도곡동,서울 강남구 남부순환로 2621,3신분당양재역,190m,1220,6.0,6.0,2.0,9.0,9.0,2.0,59.0,8.0,66.0,45.0,56.0,16.0,36.0,23.0,13.0,True
커피와,커피와,중림동,서울 중구 청파로 464 브라운스톤1층 109-1호,25충정로역,281m,57,37.0,18.0,17.0,13.0,10.0,6.0,2.0,7.0,4.0,1.0,6.0,9.0,,2.0,1.0,True
그리다 커피를,커피를 그리다,화곡동,,,,43,13.0,20.0,14.0,13.0,11.0,7.0,3.0,8.0,3.0,1.0,6.0,12.0,,,3.0,False
투썸플레이스가재울뉴타운점 가재울뉴타운점,투썸플레이스 가재울뉴타운점,북가좌동,서울 서대문구 수색로 100 DMC래미안e편한세상 401동 1층,6증산역,997m,673,9.0,1.0,2.0,8.0,0.0,69.0,52.0,66.0,75.0,7.0,31.0,15.0,7.0,11.0,12.0,False
아스트로노머스커피,아스트로노머스커피,동교동,서울 마포구 양화로19길 22-30,2공항경의중앙홍대입구역,110m,153,6.0,40.0,35.0,14.0,16.0,26.0,15.0,26.0,2.0,4.0,6.0,13.0,2.0,,6.0,True
스타벅스 답십리역점,스타벅스 답십리역점,답십리동,서울 동대문구 천호대로 263,5답십리역,93m,2075,3.0,7.0,4.0,5.0,5.0,2.0,4.0,1.0,7.0,42.0,81.0,63.0,25.0,19.0,19.0,True
커피베이 관악신사시장점,커피베이 관악신사시장점,신림동,서울 관악구 조원로 136,2신대방역,615m,74,36.0,19.0,20.0,6.0,8.0,9.0,2.0,7.0,6.0,3.0,,8.0,1.0,1.0,,True
메가커피서울대입구점 서울대입구점,메가MGC커피 서울대입구점,봉천동,서울 관악구 남부순환로 1861,2서울대입구역,373m,111,53.0,28.0,28.0,8.0,3.0,1.0,2.0,1.0,,,4.0,33.0,1.0,1.0,,False
앤디스커피 연남점,앤디스커피 연남점,연남동,서울 마포구 동교로 256-4,2공항경의중앙홍대입구역,529m,89,28.0,22.0,20.0,22.0,9.0,6.0,4.0,10.0,4.0,1.0,9.0,3.0,1.0,,5.0,True
더블에이치,더블에이치,용두동,서울 동대문구 왕산로 106,1제기동역,21m,42,18.0,9.0,13.0,1.0,4.0,1.0,1.0,,3.0,2.0,1.0,14.0,1.0,,,True
언유절,unusual,당산동4가,서울 영등포구 당산로36길 12 상가 104호 unusual 카페,25영등포구청역,282m,140,5.0,30.0,36.0,8.0,20.0,7.0,6.0,21.0,1.0,,14.0,10.0,4.0,12.0,13.0,False
커피에반하다잠실고분로점 잠실고분로점,커피에반하다 잠실고분로점,잠실동,서울 송파구 백제고분로18길 10,9삼전역,316m,49,30.0,6.0,9.0,11.0,1.0,2.0,,2.0,1.0,,,10.0,,,,False
스타벅스 연희동점,스타벅스 연희동점,연희동,,,,732,3.0,6.0,8.0,6.0,9.0,87.0,70.0,35.0,49.0,39.0,30.0,31.0,12.0,21.0,10.0,True
CafeVerona,카페베로나,가산동,서울 종로구 경희궁1길 33-32 5빌딩 카페베로나,3경복궁역,775m,35,23.0,11.0,11.0,3.0,13.0,7.0,1.0,8.0,5.0,1.0,1.0,6.0,11.0,,1.0,False
베스킨라빈스 장안점,배스킨라빈스 장안점,장안동,,,,1088,6.0,7.0,7.0,9.0,8.0,58.0,7.0,43.0,64.0,5.0,3.0,80.0,12.0,11.0,14.0,False
커피향깊은한옥,커피향 깊은 그 한옥,염리동,서울 마포구 백범로24길 1-10,6대흥역,416m,269,7.0,34.0,50.0,36.0,15.0,46.0,1.0,53.0,17.0,9.0,12.0,7.0,56.0,,9.0,False
카페투샷,카페투샷,염창동,서울 강서구 양천로73길 90,9등촌역,976m,16,11.0,2.0,3.0,,1.0,3.0,,2.0,1.0,1.0,,,,,,True
어셈블리커피,어셈블리,일원동,서울 성북구 동소문로 93-9 1F,4우이신설성신여대입구역,59m,34,17.0,10.0,4.0,5.0,8.0,3.0,8.0,15.0,4.0,4.0,7.0,,2.0,1.0,3.0,False
센터커피 서울숲점,센터커피,성수동1가,서울 성동구 서울숲2길 28-11,수인분당서울숲역,508m,757,4.0,5.0,7.0,50.0,80.0,59.0,21.0,1.0,6.0,16.0,49.0,18.0,1.0,4.0,61.0,False
엘리펀트커피,엘리펀트커피 2호점,길동,서울 강동구 양재대로 1548,5굽은다리역,201m,117,61.0,20.0,23.0,28.0,16.0,20.0,9.0,20.0,14.0,3.0,1.0,2.0,,2.0,5.0,False
카페바리스타아카데미,카페바리스타아카데미,역삼동,서울 강남구 테헤란로10길 43,2신분당강남역,527m,16,,,,,,,,,,,,,,,,True
킹콩조아커피,킹콩조아커피,개봉동,서울 구로구 개봉로12길 33,1개봉역,974m,22,13.0,6.0,5.0,2.0,2.0,1.0,,3.0,2.0,,,6.0,,1.0,,True
덤스 본점,범스불고기 대구혁신본점,등촌동,,,,22,,2.0,,,1.0,,,,,,,14.0,,,,False
신양로스터스,신양로스터스,송파동,서울 송파구 오금로18길 3 1층,9송파나루역,112m,354,3.0,2.0,67.0,11.0,39.0,2.0,,5.0,3.0,,52.0,95.0,1.0,,1.0,True
이디야커피 선릉점,이디야커피 선릉점,대치동,서울 강남구 선릉로86길 15 현대선릉 GOLD TOWER,2수인분당선릉역,229m,79,36.0,17.0,23.0,10.0,12.0,9.0,5.0,4.0,2.0,3.0,6.0,20.0,1.0,,,True
써브웨이언주역점 언주역점,써브웨이 언주역점,역삼동,서울 강남구 봉은사로 206 대명빌딩,9언주역,12m,777,,3.0,,,76.0,,,7.0,,14.0,30.0,4.0,17.0,5.0,,False
카페가가,카페가가,미근동,서울 서대문구 충정로6안길 7 1층 카페가가,5서대문역,415m,60,47.0,11.0,25.0,4.0,5.0,4.0,,3.0,,,7.0,14.0,,,1.0,True
에드빗,토치커피 삼성점,삼성동,서울 강남구 봉은사로68길 41 1층,9삼성중앙역,519m,258,3.0,38.0,48.0,24.0,38.0,16.0,8.0,37.0,2.0,3.0,9.0,13.0,19.0,,8.0,False
마마즈돌,마마즈돌,연남동,서울 마포구 동교로46길 24-2 1층 인형 숍 & 카페,2공항경의중앙홍대입구역,550m,136,38.0,43.0,47.0,31.0,18.0,10.0,1.0,41.0,2.0,6.0,26.0,9.0,5.0,1.0,22.0,True
히읗히읗,히읗히읗,군자동,서울 광진구 군자로10길 14-15 1층,7어린이대공원역,397m,63,44.0,13.0,17.0,9.0,9.0,11.0,3.0,6.0,4.0,3.0,5.0,6.0,1.0,,1.0,True
